X,Y,Nombre
3.601845788185297861e+05,2.808795443251497578e+06
3.600152353207108099e+05,2.808792610108938534e+06
3.602577920042054611e+05,2.808787910791676026e+06
3.596651905004862929e+05,2.808787372366393451e+06
3.598162682499276125e+05,2.808779828918301500e+06
3.600350073408178869e+05,2.808774132186517119e+06
3.600383367073228001e+05,2.808767378474622499e+06
3.598463870907143573e+05,2.808757902922200970e+06
3.604978476218278520e+05,2.808758445742791519e+06
3.600494085430573905e+05,2.808755202717922162e+06
3.598561744913693401e+05,2.808751946180451661e+06
3.597292694382641348e+05,2.808748010548028629e+06
3.600143741579101770e+05,2.808745807704907376e+06
3.604549185745142750e+05,2.808738378466606606e+06
3.605010978169139125e+05,2.808741196904272772e+06
3.604114924385403865e+05,2.808740646941306069e+06
3.604579815925899893e+05,2.808734356455796398e+06
3.596702979499072535e+05,2.808732822468181141e+06
3.604636255677212612e+05,2.808729217710912693e+06
3.603140865919602802e+05,2.808719948335083667e+06
3.602524578928278643e+05,2.808715948604413308e+06
3.603848908418357605e+05,2.808712548833342735e+06
3.596644434318354470e+05,2.808706136765110306e+06
3.597496082658969099e+05,2.808706986244944856e+06
3.595655416621324839e+05,2.808707449176736642e+06
3.599296618783347658e+05,2.808705621430960484e+06
3.597212561367698363e+05,2.808701834170218557e+06
3.595740421723576728e+05,2.808698803925546817e+06
3.605523151768419193e+05,2.808697021307487506e+06
3.601506767836317886e+05,2.808682900829743594e+06
3.601059074297791813e+05,2.808674284743257333e+06
3.599733161379337544e+05,2.808671951567032374e+06
3.602720840708476608e+05,2.808671201617531478e+06
3.601494100409315433e+05,2.808665118693802971e+06
3.601525530867290800e+05,2.808660452341352589e+06
3.597907114274717751e+05,2.808655937020402402e+06
3.597983056332980050e+05,2.808653827787430026e+06
3.601385543168759323e+05,2.808643888239336200e+06
3.602775844009933644e+05,2.808641120309777558e+06
3.601834787525006686e+05,2.808639653741864953e+06
3.597375519866887480e+05,2.808636453957328107e+06
3.600294925867294660e+05,2.808633954125659075e+06
3.596262422752555576e+05,2.808629060515785590e+06
3.595722920673113549e+05,2.808622571558790747e+06
3.601255752769669052e+05,2.808619455101976637e+06
3.603218479273832054e+05,2.808617694350973703e+06
3.595770423524370999e+05,2.808615909886154812e+06
3.599722660749060451e+05,2.808606755957096815e+06
3.601901569311220082e+05,2.808604211683974601e+06
3.599756773907740717e+05,2.808603400627478026e+06
3.599833167381987441e+05,2.808596706633785740e+06
3.603567891550914501e+05,2.808594506781917065e+06
3.599974425860728370e+05,2.808591998617474921e+06
3.602740666459879139e+05,2.808589799204172567e+06
3.603600893531788024e+05,2.808590457054612227e+06
3.596973572663933737e+05,2.808587957222942729e+06
3.597998557263390976e+05,2.808583757505739108e+06
3.601576210600965424e+05,2.808572572294001933e+06
3.598099813341073459e+05,2.808569408471956849e+06
3.602926103028914076e+05,2.808566583662170917e+06
3.602978911754201399e+05,2.808560764609561767e+06
3.603027525783267920e+05,2.808555459411241580e+06
3.600457722413441516e+05,2.808550705345400143e+06
3.597579623026839690e+05,2.808545790640821680e+06
3.597308730143689900e+05,2.808545174389516935e+06
3.597686427417345112e+05,2.808541349250263069e+06
3.598430583194834762e+05,2.808534360831953585e+06
3.602770218672284391e+05,2.808534273337844294e+06
3.600318196494834265e+05,2.808519211852036417e+06
3.601403069304341334e+05,2.808503770584111102e+06
3.601077248079398996e+05,2.808495342977362219e+06
3.599566276362416684e+05,2.808488682657775003e+06
3.597739986187653267e+05,2.808491241513248067e+06
3.597330517165695201e+05,2.808481631049274467e+06
3.597920947341860738e+05,2.808475484533336945e+06
3.598950614408609690e+05,2.808475431466734968e+06
3.599136272611173335e+05,2.808467888837376609e+06
3.599228964449315099e+05,2.808465298815701157e+06
3.599588005607847590e+05,2.808445672686282080e+06
3.599690658828211017e+05,2.808434175911418162e+06
3.603838720306838513e+05,2.808427264918448869e+06
3.603149616444833810e+05,2.808419864375111181e+06
3.603752807412002585e+05,2.808408124094235245e+06
3.602722559561646776e+05,2.808406844418501016e+06
3.602477454006681801e+05,2.808399062965734862e+06
3.603295041840352351e+05,2.808395970150738955e+06
3.603345878225032939e+05,2.808390970487399958e+06
3.599472645742436871e+05,2.808387970689397305e+06
3.598253072540132562e+05,2.808377221413218416e+06
3.603288288561439258e+05,2.808355998704357073e+06
3.601801240056845127e+05,2.808349973248023074e+06
3.601373487109150738e+05,2.808338201313434634e+06
3.602544996820484521e+05,2.808329057989723049e+06
3.599181253252218594e+05,2.808305038773767184e+06
3.601797451950684190e+05,2.808291643842405174e+06
3.601830416892298381e+05,2.808286070143646561e+06
3.601861584587988327e+05,2.808260911063366570e+06
3.599834729975778027e+05,2.808216732220047619e+06
3.599950674435099354e+05,2.808200483314197045e+06
3.600989308205467532e+05,2.808168556892592460e+06
3.601070741664767847e+05,2.808159902713431511e+06
3.601600773478808114e+05,2.808123738481949084e+06
3.601483143467496848e+05,2.808111767976528034e+06
3.601690778881191509e+05,2.808098656837532762e+06
3.601338257721852860e+05,2.808096474692805670e+06
3.601733781462331535e+05,2.808797343123566359e+06
3.602803079687249847e+05,2.808790241474108305e+06
3.597098239072749275e+05,2.808764917005151045e+06
3.603878410189140122e+05,2.808745846591177862e+06
3.604755481352003408e+05,2.808725836827460211e+06
3.604662623926578090e+05,2.808724114721198566e+06
3.601239501794237876e+05,2.808714573696994688e+06
3.599888317751094582e+05,2.808710154876897112e+06
3.596690635008121608e+05,2.808701027734135743e+06
3.601044613335906761e+05,2.808701935463506263e+06
3.598588926032361342e+05,2.808686077282520011e+06
3.598480273677401128e+05,2.808685263170672115e+06
3.599414661869919510e+05,2.808677774704332929e+06
3.599489535645106807e+05,2.808675673538629431e+06
3.602564814394175773e+05,2.808670680466184393e+06
3.599239150245881174e+05,2.808668211078164168e+06
3.602760343079522718e+05,2.808667251883494202e+06
3.595598746553156525e+05,2.808653519474857487e+06
3.597016442758488120e+05,2.808635759559642058e+06
3.601059215549209039e+05,2.808615997707667761e+06
3.603262932069895323e+05,2.808617808154053055e+06
3.603428923750206013e+05,2.808614300043695606e+06
3.596475850481517846e+05,2.808612224819609895e+06
3.602000241900500841e+05,2.808605511596442666e+06
3.599111843598246342e+05,2.808589481510546058e+06
3.597868276716302498e+05,2.808577230672508013e+06
3.598010815731138573e+05,2.808571726357114036e+06
3.602532353785192827e+05,2.808559178672993090e+06
3.598163198724593967e+05,2.808552591183325741e+06
3.601499695983274723e+05,2.808550468675872777e+06
3.596748732245283900e+05,2.808547684934751131e+06
3.599284634457456414e+05,2.808547172469257843e+06
3.598985161936796503e+05,2.808544551054866984e+06
3.602818703725354862e+05,2.808531461027216632e+06
3.597944750462320517e+05,2.808528764780201018e+06
3.598581425582163502e+05,2.808526003061404917e+06
3.597524584369724616e+05,2.808522400526210200e+06
3.599882185475709266e+05,2.808517704377788119e+06
3.599093400756835472e+05,2.808510795752083417e+06
3.601185681897145114e+05,2.808494023548136931e+06
3.599473070010328665e+05,2.808491448570013046e+06
3.599193128965031938e+05,2.808484547519555315e+06
3.599298026565636974e+05,2.808416577458760235e+06
3.599721374957597000e+05,2.808415683109045494e+06
3.599794578109225840e+05,2.808412382089089137e+06
3.599110794477623422e+05,2.808398305220774375e+06
3.603092663026326336e+05,2.808392930355428718e+06
3.599733302897263784e+05,2.808375141364603769e+06
3.598286947122402489e+05,2.808371256128627341e+06
3.598813237741811899e+05,2.808369945587360300e+06
3.599842909346037195e+05,2.808346301081500947e+06
3.600014844953466090e+05,2.808327169228017796e+06
3.599503564264922170e+05,2.808313684024955146e+06
3.598980720382322324e+05,2.808309778037973214e+06
3.601102005223538727e+05,2.808252825584031176e+06
3.601419310974000255e+05,2.808251544392036740e+06
3.600118944028799306e+05,2.808249967323875986e+06
3.600716345392881194e+05,2.808248167603289243e+06
3.600630284192757099e+05,2.808146314547955524e+06
3.601371759732742212e+05,2.808096890289820731e+06
3.601083858394101844e+05,2.808085012828739826e+06
3.600826670411133673e+05,2.808084170391621534e+06
3.602687267264730181e+05,2.808791800639635418e+06
3.598542897628578357e+05,2.808791328143979423e+06
3.597282475066383486e+05,2.808769592051056214e+06
3.603437133702450083e+05,2.808769132523177657e+06
3.600338255838389741e+05,2.808758457369915675e+06
3.601990796889138874e+05,2.808757116564000957e+06
3.604388213516278774e+05,2.808743060415153857e+06
3.604338687816331512e+05,2.808740571946356446e+06
3.604282742968997918e+05,2.808738223700224422e+06
3.599197295881810132e+05,2.808734280703321099e+06
3.596918234354775632e+05,2.808733350658421870e+06
3.596861584909437224e+05,2.808729988754883409e+06
3.599087080933056423e+05,2.808724677183324471e+06
3.602448901308965869e+05,2.808716986996029038e+06
3.598125564886754728e+05,2.808711448907407932e+06
3.601756237355653429e+05,2.808708562738117296e+06
3.599507412535122130e+05,2.808700449648063164e+06
3.597509277895429987e+05,2.808694575043639634e+06
3.595881430187311489e+05,2.808687100546949077e+06
3.604595953258145601e+05,2.808686450590714812e+06
3.599310948536903597e+05,2.808678060530674644e+06
3.597873049730065395e+05,2.808677451196704991e+06
3.601695779181324178e+05,2.808674534726424143e+06
3.597786100066651707e+05,2.808674340295072179e+06
3.596678811381766573e+05,2.808670479443938006e+06
3.599640655826887232e+05,2.808635620680104941e+06
3.598935196816533571e+05,2.808619621757421643e+06
3.596369792833580286e+05,2.808610789018856362e+06
3.597574103215004434e+05,2.808611812759445049e+06
3.596294830000760849e+05,2.808608393346839584e+06
3.603882629192375462e+05,2.808606737208359875e+06
3.596259543791872566e+05,2.808607001395114698e+06
3.602117471159160486e+05,2.808594423454194330e+06
3.603323457524438272e+05,2.808592134361022152e+06
3.601635025534714223e+05,2.808567008633554913e+06
3.604438166009521228e+05,2.808542071423856542e+06
3.597179079504541005e+05,2.808530889637120534e+06
3.601278648880801629e+05,2.808506094314276706e+06
3.596802209593080333e+05,2.808502807784219738e+06
3.597543029921324342e+05,2.808483464259165339e+06
3.597836103067976073e+05,2.808478742354901042e+06
3.598187525127526606e+05,2.808454661850800738e+06
3.603025564881254104e+05,2.808445721702589188e+06
3.598069847256706562e+05,2.808440717137619387e+06
3.602983356465430115e+05,2.808423301643656567e+06
3.600905255541337538e+05,2.808389065853747074e+06
3.599768663510277984e+05,2.808376371470451355e+06
3.598674347826291341e+05,2.808367204230600502e+06
3.598615821586105158e+05,2.808365631284569390e+06
3.600204689681828022e+05,2.808359772588167340e+06
3.601863673874234082e+05,2.808330147659938782e+06
3.598601307727928506e+05,2.808327712842205539e+06
3.601776784043470398e+05,2.808323675018861890e+06
